Category,Component,Quantity,Price Units CHF,Price Single CHF,Price Order CHF,Shipping CHF,Pieces in Order CHF,Link CHF,Price Units USD,Price Single USD,Price Order USD,Shipping USD,Pieces in Order USD,Link USD
Mechanical,Washer M4,7,0.1225,7,0,0,400,https://www.amazon.de/-/en/Threaded-Cylinder-Electronics-Household-Appliances/dp/B0D4M86Q5W?crid=2Z6ZWGO1L14O8&dib=eyJ2IjoiMSJ9.VKv78AOtrjN8z8zIStJewqpbQJ1RsTyHm4BEmzrxEzytGYoLly1U_C27XuA8lqQenzA5cH25WvXgP28SDWg_VO4fH-Dv8dTKZOcbwDawzSmCCVu5lqzLwE9D8rHe5IUBI1X0NYzUnmsgCOS1qjCrKDgZJObcAcjduztEPgrqW-vu18nLNunVyyUtTohpH1RL4sEDug4txWGoJh1YQjf53be0beqnLsY9_RcSxfb3coRbIp8GWAiqyt_qK8fJbL85s_7gzH79zBn-UIvKMFTIMVKcyL44XURVnxxLG5Uw5_B_smiETKSuJvsFHosF9FRqFiRchFfs8XwD3ZGscJceSfSpqbmnFeC70A9KszKjCajICWBz6ffYC4voBBSO_9SPoCke7Opfw19l3UxkOZyRbTSq-j0svyaBcpPxfCqGbm5xmwKj8d118e18KxPOLOti.JCUnys98trEGafexsqftCR_ZySsPO2JE3Up_pOSdnpo&dib_tag=se&keywords=m4%2Bscrew&qid=1738790626&sprefix=m4%2Bscrew%2Caps%2C105&sr=8-10&th=1,0.1471842105,7.99,0,0,380,https://www.amazon.com/Taiss-380PCS-Socket-Assortment-Washers/dp/B0CWXJ4G63?crid=38YES5E35SJTL&dib=eyJ2IjoiMSJ9.0pE1eFNfTHV4f0ALzVMstbjPaL96xOTWfYtT5JvV0pcDfp-uS27tCKvn-2xd2B6Ipq5gMF0Qz4aTbvXMnkP6w8AOmY2ukFQjWgnq3Jl3YSN-y2SHYuhJGWkXW7jBP_wsTjX7JHDamqUK6zm1nk742-2zRyF2JQb20q1lyq4EFzK6RU7xALV7Nl0UpG0POVzX0sR3WZOX92kxIIspC752mFd5lrbL5jbtT0-2Hv4z6koCpgcXOB09EmxmZp0ZXSKJYx6cmzdBUvABSz1sBoVKBuxI1S664wzKKqA3j72J5Aw.AXP2ZuvRuv8KQkNjEtuIHFRXpwhtbeJWi3ENL-3p2tk&dib_tag=se&keywords=M4%2Bset&qid=1747927938&s=industrial&sprefix=m4%2Bset%2Cindustrial%2C280&sr=1-4&th=1
Mechanical,Nut M4,7,0.1225,7,0,0,400,https://www.amazon.de/-/en/Threaded-Cylinder-Electronics-Household-Appliances/dp/B0D4M86Q5W?crid=2Z6ZWGO1L14O8&dib=eyJ2IjoiMSJ9.VKv78AOtrjN8z8zIStJewqpbQJ1RsTyHm4BEmzrxEzytGYoLly1U_C27XuA8lqQenzA5cH25WvXgP28SDWg_VO4fH-Dv8dTKZOcbwDawzSmCCVu5lqzLwE9D8rHe5IUBI1X0NYzUnmsgCOS1qjCrKDgZJObcAcjduztEPgrqW-vu18nLNunVyyUtTohpH1RL4sEDug4txWGoJh1YQjf53be0beqnLsY9_RcSxfb3coRbIp8GWAiqyt_qK8fJbL85s_7gzH79zBn-UIvKMFTIMVKcyL44XURVnxxLG5Uw5_B_smiETKSuJvsFHosF9FRqFiRchFfs8XwD3ZGscJceSfSpqbmnFeC70A9KszKjCajICWBz6ffYC4voBBSO_9SPoCke7Opfw19l3UxkOZyRbTSq-j0svyaBcpPxfCqGbm5xmwKj8d118e18KxPOLOti.JCUnys98trEGafexsqftCR_ZySsPO2JE3Up_pOSdnpo&dib_tag=se&keywords=m4%2Bscrew&qid=1738790626&sprefix=m4%2Bscrew%2Caps%2C105&sr=8-10&th=1,0.1471842105,7.99,0,0,380,https://www.amazon.com/Taiss-380PCS-Socket-Assortment-Washers/dp/B0CWXJ4G63?crid=38YES5E35SJTL&dib=eyJ2IjoiMSJ9.0pE1eFNfTHV4f0ALzVMstbjPaL96xOTWfYtT5JvV0pcDfp-uS27tCKvn-2xd2B6Ipq5gMF0Qz4aTbvXMnkP6w8AOmY2ukFQjWgnq3Jl3YSN-y2SHYuhJGWkXW7jBP_wsTjX7JHDamqUK6zm1nk742-2zRyF2JQb20q1lyq4EFzK6RU7xALV7Nl0UpG0POVzX0sR3WZOX92kxIIspC752mFd5lrbL5jbtT0-2Hv4z6koCpgcXOB09EmxmZp0ZXSKJYx6cmzdBUvABSz1sBoVKBuxI1S664wzKKqA3j72J5Aw.AXP2ZuvRuv8KQkNjEtuIHFRXpwhtbeJWi3ENL-3p2tk&dib_tag=se&keywords=M4%2Bset&qid=1747927938&s=industrial&sprefix=m4%2Bset%2Cindustrial%2C280&sr=1-4&th=1
Mechanical,Rod 3x55,4,0.946,23.65,23.65,0,100,https://www.hasler.ch/?srv=sortiment&pg=det&artId=100008465&trefferUUID=5C547AF1-2DC7-4239-BC58CCA7A4CF7734&pd_1=23604193&pd_2=23604339,1.454545455,20,20,0,55,https://www.amazon.com/Stainless-Diameter-Cylindrical-Locating-Elements/dp/B0DXZ1MPPZ?th=1
Mechanical,M2 Hexagonal Nut,20,0.2337349398,9.7,9.7,0,830,https://www.amazon.de/-/en/Threaded-Tweezers-Electronics-Household-Appliances/dp/B0D72SLBW8?dib=eyJ2IjoiMSJ9.jRBC7Nd4iK_QYOJaZ0CYqECNibvykDe2TuaZUysL88HwGsJScEj55JSyX51O22RQixVr-Vx80cZLwGNjl47Klk76OOHMOmyKF83mQoy_gdIDSvUqBM261o3ckw_7iwbX4t3PJXY6iSZyNNk8AMRm2JA2yFxNOV4AKR2htpVms4_SopWqQEoHh82ASD2JVL_4BFUlrfZZ7up0XrA425T2qjhMg75b2YW9vzmRXH1iEwT0uddB73-gaOh3UQkmphbAhk9sBp6yVYUpxEXKheEJemow5J-AFIlSaKCwHKJiDWvZNYyzR5w_My4Mfq2CdRDao0uxHATvUFvCK5eAGR5pPL5Y8-7qzr-5HBFHeAH1lGByTvgq1Pm1SipgYjR7BvAN2I30mMjGgix0lP0XK4iAhHq9BRt3VD895Y8p_mfmvcC5rjRx_-n5GuUMb_FLKEyW.dFZdJvDaMJzdn4MjbUJ9SpU8QdtDpalhMy6PlKkTY_c&dib_tag=se&keywords=M2%2BScrews%2BSet&qid=1742864233&sr=8-8&th=1,0.1498591549,7.98,7.98,0,1065,https://www.amazon.com/dp/B0DDXZH9L2?ref=ppx_yo2ov_dt_b_fed_asin_title&th=1
Mechanical,M2x10,20,0.2337349398,9.7,0,0,830,https://www.amazon.de/-/en/Threaded-Tweezers-Electronics-Household-Appliances/dp/B0D72SLBW8?dib=eyJ2IjoiMSJ9.jRBC7Nd4iK_QYOJaZ0CYqECNibvykDe2TuaZUysL88HwGsJScEj55JSyX51O22RQixVr-Vx80cZLwGNjl47Klk76OOHMOmyKF83mQoy_gdIDSvUqBM261o3ckw_7iwbX4t3PJXY6iSZyNNk8AMRm2JA2yFxNOV4AKR2htpVms4_SopWqQEoHh82ASD2JVL_4BFUlrfZZ7up0XrA425T2qjhMg75b2YW9vzmRXH1iEwT0uddB73-gaOh3UQkmphbAhk9sBp6yVYUpxEXKheEJemow5J-AFIlSaKCwHKJiDWvZNYyzR5w_My4Mfq2CdRDao0uxHATvUFvCK5eAGR5pPL5Y8-7qzr-5HBFHeAH1lGByTvgq1Pm1SipgYjR7BvAN2I30mMjGgix0lP0XK4iAhHq9BRt3VD895Y8p_mfmvcC5rjRx_-n5GuUMb_FLKEyW.dFZdJvDaMJzdn4MjbUJ9SpU8QdtDpalhMy6PlKkTY_c&dib_tag=se&keywords=M2%2BScrews%2BSet&qid=1742864233&sr=8-8&th=1,0.1498591549,7.98,0,0,1065,https://www.amazon.com/dp/B0DDXZH9L2?ref=ppx_yo2ov_dt_b_fed_asin_title&th=1
Mechanical,Washer M2 Black,20,0.2337349398,9.7,0,0,830,https://www.amazon.de/-/en/Threaded-Tweezers-Electronics-Household-Appliances/dp/B0D72SLBW8?dib=eyJ2IjoiMSJ9.jRBC7Nd4iK_QYOJaZ0CYqECNibvykDe2TuaZUysL88HwGsJScEj55JSyX51O22RQixVr-Vx80cZLwGNjl47Klk76OOHMOmyKF83mQoy_gdIDSvUqBM261o3ckw_7iwbX4t3PJXY6iSZyNNk8AMRm2JA2yFxNOV4AKR2htpVms4_SopWqQEoHh82ASD2JVL_4BFUlrfZZ7up0XrA425T2qjhMg75b2YW9vzmRXH1iEwT0uddB73-gaOh3UQkmphbAhk9sBp6yVYUpxEXKheEJemow5J-AFIlSaKCwHKJiDWvZNYyzR5w_My4Mfq2CdRDao0uxHATvUFvCK5eAGR5pPL5Y8-7qzr-5HBFHeAH1lGByTvgq1Pm1SipgYjR7BvAN2I30mMjGgix0lP0XK4iAhHq9BRt3VD895Y8p_mfmvcC5rjRx_-n5GuUMb_FLKEyW.dFZdJvDaMJzdn4MjbUJ9SpU8QdtDpalhMy6PlKkTY_c&dib_tag=se&keywords=M2%2BScrews%2BSet&qid=1742864233&sr=8-8&th=1,0.1498591549,7.98,0,0,1065,https://www.amazon.com/dp/B0DDXZH9L2?ref=ppx_yo2ov_dt_b_fed_asin_title&th=1
Mechanical,M2x4 Black,50,0.5843373494,9.7,0,0,830,https://www.amazon.de/-/en/Threaded-Tweezers-Electronics-Household-Appliances/dp/B0D72SLBW8?dib=eyJ2IjoiMSJ9.jRBC7Nd4iK_QYOJaZ0CYqECNibvykDe2TuaZUysL88HwGsJScEj55JSyX51O22RQixVr-Vx80cZLwGNjl47Klk76OOHMOmyKF83mQoy_gdIDSvUqBM261o3ckw_7iwbX4t3PJXY6iSZyNNk8AMRm2JA2yFxNOV4AKR2htpVms4_SopWqQEoHh82ASD2JVL_4BFUlrfZZ7up0XrA425T2qjhMg75b2YW9vzmRXH1iEwT0uddB73-gaOh3UQkmphbAhk9sBp6yVYUpxEXKheEJemow5J-AFIlSaKCwHKJiDWvZNYyzR5w_My4Mfq2CdRDao0uxHATvUFvCK5eAGR5pPL5Y8-7qzr-5HBFHeAH1lGByTvgq1Pm1SipgYjR7BvAN2I30mMjGgix0lP0XK4iAhHq9BRt3VD895Y8p_mfmvcC5rjRx_-n5GuUMb_FLKEyW.dFZdJvDaMJzdn4MjbUJ9SpU8QdtDpalhMy6PlKkTY_c&dib_tag=se&keywords=M2%2BScrews%2BSet&qid=1742864233&sr=8-8&th=1,0.3746478873,7.98,0,0,1065,https://www.amazon.com/dp/B0DDXZH9L2?ref=ppx_yo2ov_dt_b_fed_asin_title&th=1
Mechanical,M2x6 Black,50,0.5843373494,9.7,0,0,830,https://www.amazon.de/-/en/Threaded-Tweezers-Electronics-Household-Appliances/dp/B0D72SLBW8?dib=eyJ2IjoiMSJ9.jRBC7Nd4iK_QYOJaZ0CYqECNibvykDe2TuaZUysL88HwGsJScEj55JSyX51O22RQixVr-Vx80cZLwGNjl47Klk76OOHMOmyKF83mQoy_gdIDSvUqBM261o3ckw_7iwbX4t3PJXY6iSZyNNk8AMRm2JA2yFxNOV4AKR2htpVms4_SopWqQEoHh82ASD2JVL_4BFUlrfZZ7up0XrA425T2qjhMg75b2YW9vzmRXH1iEwT0uddB73-gaOh3UQkmphbAhk9sBp6yVYUpxEXKheEJemow5J-AFIlSaKCwHKJiDWvZNYyzR5w_My4Mfq2CdRDao0uxHATvUFvCK5eAGR5pPL5Y8-7qzr-5HBFHeAH1lGByTvgq1Pm1SipgYjR7BvAN2I30mMjGgix0lP0XK4iAhHq9BRt3VD895Y8p_mfmvcC5rjRx_-n5GuUMb_FLKEyW.dFZdJvDaMJzdn4MjbUJ9SpU8QdtDpalhMy6PlKkTY_c&dib_tag=se&keywords=M2%2BScrews%2BSet&qid=1742864233&sr=8-8&th=1,0.3746478873,7.98,0,0,1065,https://www.amazon.com/dp/B0DDXZH9L2?ref=ppx_yo2ov_dt_b_fed_asin_title&th=1
Mechanical,M1.4x5,16,0.1354666667,6.35,6.35,25,750,https://www.amazon.de/-/en/FandWay-Assortment-Glasses-Watches-Cameras/dp/B07TLNMBSJ/ref=sr_1_6?crid=3DP1CWU8IKAU3&dib=eyJ2IjoiMSJ9.uHWdcHfRLxsg6nSRuheI5KcFjByk0wkd5xohB-vZTpjGYAfo_HYlauOVgNzyJwRFCUywTShujtyhRu0TkCA2hT06oAJYXsala099NsglbLmcKoWC5sf7A9rd6c5w6A5y5gB8uIzqOyQO9tHsB_N_Qw4H4AygMdt_J_6ehbXldWYZLHGF_Z2g1dC6o2XD4w_yw57DGxNO7Y8PIkFFzVqssyQ0P36CVTxWQgnsBoXPAP8.BN2oy-jyHeytEkggJgY9uRs8twbYEvQ5xQqjnSNraQA&dib_tag=se&keywords=m1.4%2Btapping%2Bscrews&qid=1744787497&s=diy&sprefix=m1.4%2Btapping%2Bscrews%2Cdiy%2C161&sr=1-6&th=1,7.92,9.9,9.9,0,20,https://www.amazon.com/uxcell-M1-4x5mm-Alloy-Socket-Knurled/dp/B01MSKCN2Q?dib=eyJ2IjoiMSJ9.UI-EPI0hbdeh3bbsEkVkagoNy6YIp7AdmraMpbB8ihz0OW3o28Ho-LFZI7yJFHkS0whkagbOQRqhK0p2ddq3PbuX5PZKcFWeXc9l3NvVqisCx11CEQAbp2Ui9eoH3BJRaEmz7qa_C-3_Dao3757ueIJSXyym1aXfcia0Qv-7ELzuVYwcTogrZJOYqAZaJLt6an5BRIKemPlNycrYoN4n19ooDJnpXktKSO5dhgebmpooRU29XOs2ofWAQxYSvXr5EJRBAhfQdsO3cFp5cUl42C2fve5iGXdph0t4qUV2aS4.JzFYCij8fBCQjL0hOacI6bQnYbAnY_9QkBMgjqOfK9s&dib_tag=se&keywords=M1.4x5&qid=1747928270&s=industrial&sr=1-3
Material,PLA Filament Black,1,15,15,15,0,1,https://www.amazon.de/-/en/Polylactic-PLA-Reinforced-Toughness-Dimensional/dp/B07FQDKR28?crid=36YRSPV9BT0C2&dib=eyJ2IjoiMSJ9.0qoq_jyhrQqemCne-0AVsNbpmUDoGdVOZsUI4dxgHJTbv29p8orN_U_W6oXpZAU3BFjHIYsW_lw-681HuM2W4mUdAMWEQLwOracoxILiWgUWIE1Yari8E6MJDAV-9tg7fNDhJojvEpzQVMqVKTpdyMKQlqGBrnSDhsrye2r9PmF9Cqn1yoR7-vSpu-x5jf-LIDNrW_BNXP20_5eHYBjdwCVZ2wsg5r1wf1ARf7BiA-DdNG-8VvFbMzJC4OxrPPB0MqSgbWFsPWSlfO28nkidHrlxbFIA_4ryHUe5lIXio7eDUwhlyXa0ThHto3tmksFGVDfdBRjMxHvq-_UZc3LfyDBZQ0XMymg_j02GydMDPfpzkvclfjCz8NweIOrNexDhjOuJZk5ILPym2fDRt2Ace_eQTz_KNTdjPvXEJng_b6cKSOpUoZkS8hH7ntXqIM0C.ed1wau-zMd-fOj_Q52hxsXih8IuTIaiMwm397DtJEMY&dib_tag=se&keywords=PLA+Filament+Black+esun&qid=1742922662&sprefix=pla+filament+black+esun%2Caps%2C100&sr=8-6,27,27,27,0,1,https://www.amazon.com/eSUN-Filament-Toughness-Upgraded-Dimensional/dp/B0D4TJ4JTC?crid=2IQQHVC3QRPJQ&dib=eyJ2IjoiMSJ9.v_I2u1Ysr1R9rCDRO6KMywamo0QvBaoPHa1Ida-JM5LExhjIUknMFIPyR_oxvKh-z-0IY7DH3MPihNcbRb9sxjH61uXED1BqtkYF7Z2yFSOXZO2FfDvHB7AGe68QEnCcyCv2HM6U2gP2wegMc3RBcgkFY0F1JwF_VVOZtSbzEB-hUrqOfG9ZONjN6GrxxIyMKlTfGJHgg-lHwJGz69QNh4N9EHKLSjtl89QTc-Q-tDRKlWYxveJixMpG7a4uQ4HBqkPdckAxzgD0dsa1FsZsnOCwsLMMEIf5WwU6LGOLhLA.qHkyb82gwIWhitS9OAdZrplQqu_A_Cu2F72U6xAgSBs&dib_tag=se&keywords=eSUN+Polylactic+Acid+%28PLA%29+Filament+1.75+mm%2C+Reinforced+Toughness+3D+Printer+Polylactic+Acid+%28PLA%29%2C&qid=1747928358&s=industrial&sprefix=esun+polylactic+acid+pla+filament+1.75+mm%2C+reinforced+toughness+3d+printer+polylactic+acid+pla+%2C+%2Cindustrial%2C366&sr=1-4
Material,Silicone Dragon Skin 10NV,1,44.9,44.9,44.9,15,1,https://www.kaupo.de/shop/en/SILICONE-RUBBER-Platinum-Cure/Dragon-Skin-10NV/Dragon-Skin-10NV-1-Silicone-Rubber.html,38.9,38.9,38.9,0,1,https://shop.smooth-on.com/dragon-skin-10-nv
